listing_id,link_url,listing_title,business_types,listing_type,property_type,sale_price,rental_price,rental_period,yearly_iptu,monthly_condo_fee,amenities,usable_area,bathrooms,bedrooms,parking_spaces,state,city,suburb,advertiser_name,portal,aquisition_date,dupkey,sub_raw,macro_zone,micro_zone,ppsm,am_pool,am_elevator,am_gym,am_grill,am_partyhall,am_playground,am_sauna,am_furnished,is_beachfront_title
2764635017,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-142m2-venda-RS1800000-id-2764635017/,Apartamento no Edifício Nizuc Residence em Itapema,Venda,apartamento,UNIT,1800000.0,,,,,[],142,4,3,2,SC,Itapema,Meia Praia,Imobille Negócios Imobiliários,GRUPOZAP,2025-01-11 00:00:00.000,Imobille Negócios Imobiliários|1800000.0|142|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),12676.05633802817,0,0,0,0,0,0,0,0,0
2609060688,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-105m2-venda-RS973668-id-2609060688/,Apartamento no Edifício Residencial Morada Régia em Itapema,Venda,apartamento,UNIT,973668.0,,,1.0,503.0,"[""FURNISHED"", ""SERVICE_AREA"", ""KITCHEN""]",105,2,2,1,SC,Itapema,Castelo Branco,Imobille Negócios Imobiliários,GRUPOZAP,2025-01-11 00:00:00.000,Imobille Negócios Imobiliários|973668.0|105|2|Castelo Branco,castelo branco,Meia Praia,Castelo Branco (inland Meia Praia),9273.028571428571,0,0,0,0,0,0,0,1,0
2754972400,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-112m2-venda-RS1199000-id-2754972400/,APARTAMENTO PARA VENDA COM 3 DOR SENDO UMA SUITE EM MEIA PRAIA - ITAPEMA - SC,Venda,apartamento,UNIT,1199000.0,,,1500.0,570.0,"[""POOL"", ""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""GARDEN"", ""SERVICE_AREA"", ""PLAYGROUND"", ""PARTY_HALL"", ""RECREATION_AREA"", ""INTERNET_ACCESS"", ""AMERICAN_KITCHEN"", ""ENTRANCE_HALL"", ""ADULT_POOL"", ""GAMES_ROOM"", ""DISABLED_ACCESS"", ""ELECTRONIC_GATE"", ""LAVABO""]",112,2,3,2,SC,Itapema,Meia Praia,Airton Investimentos Imobiliários Itapema,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários Itapema|1199000.0|112|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),10705.357142857143,1,1,1,1,1,1,0,1,0
2593389870,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-202m2-venda-RS4890000-id-2593389870/,APARTAMENTO A VENDA NA QUADRA MAR DE MEIA PRAIA,Venda,apartamento,UNIT,4890000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""HEATING"", ""ESSENTIAL_PUBLIC_SERVICES"", ""ADULT_GAME_ROOM"", ""NEAR_PUBLIC_TRANSPORT"", ""SAUNA""]",202,4,4,3,SC,Itapema,Meia Praia,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|4890000.0|202|4|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),24207.920792079207,1,1,1,1,0,0,1,0,0
2748231901,https://www.vivareal.com.br/imovel/cobertura-4-quartos-centro-bairros-itapema-com-garagem-262m2-venda-RS4843960-id-2748231901/,PENTHOUSE EM LOCALIZAÇÃO PRIVILEGIADA DE ITAPEMA!,Venda,apartamento,UNIT,4843960.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BACKYARD"", ""GOURMET_BALCONY"", ""SPORTS_COURT"", ""HOME_OFFICE"", ""INTERCOM""]",262,4,4,4,SC,Itapema,Centro,NB BROKERS IMOVEIS,GRUPOZAP,2025-01-11 00:00:00.000,NB BROKERS IMOVEIS|4843960.0|262|4|Centro,centro,Centro,Centro,18488.396946564884,1,1,0,1,0,0,0,0,0
2749233294,https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-itapema-com-garagem-229m2-venda-RS8095000-id-2749233294/,"APARTAMENTO RESIDENCIAL em ITAPEMA - SC, CENTRO",Venda,apartamento,UNIT,8095000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""GOURMET_SPACE"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""BICYCLES_PLACE"", ""INTERNET_ACCESS"", ""INTERCOM"", ""ARMORED_SECURITY_CABIN"", ""SAFETY_CIRCUIT"", ""SAUNA""]",229,5,4,3,SC,Itapema,Centro,CNZ CONSTRUTORA E IMOBILIARIA LTDA - EPP,GRUPOZAP,2025-01-11 00:00:00.000,CNZ CONSTRUTORA E IMOBILIARIA LTDA - EPP|8095000.0|229|4|Centro,centro,Centro,Centro,35349.34497816594,1,1,1,1,1,0,1,0,0
2764633096,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-79m2-venda-RS890000-id-2764633096/,Apartamento no Edifício Maria's Residence em Itapema,Venda,apartamento,UNIT,890000.0,,,,,"[""DINNER_ROOM"", ""SERVICE_AREA"", ""KITCHEN"", ""FURNISHED""]",79,3,2,1,SC,Itapema,Morretes,Imobille Negócios Imobiliários,GRUPOZAP,2025-01-11 00:00:00.000,Imobille Negócios Imobiliários|890000.0|79|2|Morretes,morretes,Morretes,Morretes,11265.822784810127,0,0,0,0,0,0,0,1,0
2760094099,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-70m2-venda-RS750000-id-2760094099/,APARTAMENTO - MEIA PRAIA - SC,Venda,apartamento,UNIT,750000.0,,,2000.0,500.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""GOURMET_BALCONY"", ""PARTY_HALL"", ""CONCIERGE_24H"", ""INTERNET_ACCESS"", ""HEATING"", ""SAFETY_CIRCUIT"", ""ADULT_GAME_ROOM""]",70,3,2,1,SC,Itapema,Meia Praia,Leardi Sao Jose 288 - CRECI: 54756F,GRUPOZAP,2025-01-11 00:00:00.000,Leardi Sao Jose 288 - CRECI: 54756F|750000.0|70|2|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),10714.285714285714,1,1,1,1,1,1,0,0,0
2652784252,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-100m2-venda-RS1050000-id-2652784252/,BARBADAAAA!! Apto de 3 quartos MOBILIAD0 - 2a QUADRA MAR na Meia Praia - Itapema - SC,Venda,apartamento,UNIT,1050000.0,,,880.0,400.0,"[""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""PETS_ALLOWED"", ""AIR_CONDITIONING"", ""GOURMET_BALCONY"", ""AMERICAN_KITCHEN"", ""ELECTRONIC_GATE""]",100,2,3,1,SC,Itapema,Meia Praia,Mariana Naegeli Soares,GRUPOZAP,2025-01-11 00:00:00.000,Mariana Naegeli Soares|1050000.0|100|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),10500.0,0,1,0,1,0,0,0,1,0
2764975510,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-145m2-venda-RS1550000-id-2764975510/,"Apartamento à venda de 4 quartos em Meia Praia, Itapema",Venda,apartamento,UNIT,1550000.0,,,1000.0,690.0,"[""FURNISHED"", ""KITCHEN"", ""BALCONY"", ""LAUNDRY"", ""BARBECUE_GRILL""]",145,2,4,2,SC,Itapema,Andorinha,Rosemeire Francelino,GRUPOZAP,2025-01-11 00:00:00.000,Rosemeire Francelino|1550000.0|145|4|Andorinha,andorinha,Meia Praia,Andorinha (inland Meia Praia),10689.655172413793,0,0,0,1,0,0,0,1,0
2764978835,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-108m2-venda-RS1690000-id-2764978835/,"Apartamento à venda de 3 suítes, Mobiliado a 200 Metros do Mar em Meia Praia",Venda,apartamento,UNIT,1690000.0,,,1900.0,550.0,"[""BALCONY"", ""POOL"", ""FURNISHED"", ""BARBECUE_GRILL"", ""KITCHEN""]",108,4,3,2,SC,Itapema,Meia Praia,Rosemeire Francelino,GRUPOZAP,2025-01-11 00:00:00.000,Rosemeire Francelino|1690000.0|108|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),15648.148148148148,1,0,0,1,0,0,0,1,0
