listing_id,link_url,listing_title,business_types,listing_type,property_type,sale_price,rental_price,rental_period,yearly_iptu,monthly_condo_fee,amenities,usable_area,bathrooms,bedrooms,parking_spaces,state,city,suburb,advertiser_name,portal,aquisition_date,dupkey,sub_raw,macro_zone,micro_zone,ppsm,am_pool,am_elevator,am_gym,am_grill,am_partyhall,am_playground,am_sauna,am_furnished,is_beachfront_title,bed_bucket,txt_dist_m,txt_frentemar,txt_quadra_mar,is_offplan,dist_beach_km,guests_est,rev_pred,capex,occ,opex,noi,gross_yield,net_yield,payback_yrs,condo_annual,n_comps,ppsm_z
2688011117,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-59m2-venda-RS450000-id-2688011117/,"Apartamento novo a venda, 59 m², Lazer completo, em Morretes - Itapema - SC",Venda,apartamento,UNIT,450000.0,,,390.0,250.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""PETS_ALLOWED"", ""GARDEN"", ""PLAYGROUND"", ""PARTY_HALL"", ""SPORTS_COURT"", ""INTERNET_ACCESS"", ""AMERICAN_KITCHEN"", ""DISABLED_ACCESS"", ""GAMES_ROOM"", ""ELECTRONIC_GATE""]",59,1,2,1,SC,Itapema,Morretes,Airton Investimentos Imobiliários BC,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários BC|450000.0|59|2|Morretes,morretes,Morretes,Morretes,7627.118644067797,1,1,0,1,1,1,0,0,0,2,,0,0,0,0.3257284929846319,4.0,96281.77009504354,510225.0,0.695937838429473,39169.63301521281,57112.13707983073,0.1887045325004528,0.1119351993332955,8.933740288632746,3000.0,51.0,-1.3229218872750672
2752523301,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-60m2-venda-RS450000-id-2752523301/,"APARTAMENTO EM ITAPEMA, COM 02 DORMS, LAZER COMPLETO, OPORTUNIDADE!!! MOrretes",Venda,apartamento,UNIT,450000.0,,,1000.0,300.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""AIR_CONDITIONING"", ""PLAYGROUND"", ""PARTY_HALL"", ""SPORTS_COURT"", ""BICYCLES_PLACE"", ""GAMES_ROOM"", ""DISABLED_ACCESS"", ""COWORKING"", ""ELECTRONIC_GATE""]",60,1,2,1,SC,Itapema,Morretes,Nei Costa,GRUPOZAP,2025-01-11 00:00:00.000,Nei Costa|450000.0|60|2|Morretes,morretes,Morretes,Morretes,7500.0,1,1,1,1,1,1,0,0,0,2,,0,0,0,0.3257284929846319,4.0,96281.77009504354,511425.0,0.695937838429473,40379.63301521281,55902.13707983073,0.1882617589970055,0.1093066179397384,9.148576900909216,3600.0,51.0,-1.3635803238585689
2670320093,https://www.vivareal.com.br/imovel/cobertura-4-quartos-meia-praia-bairros-itapema-com-garagem-214m2-venda-RS1599000-id-2670320093/,BARBADA!!! Cob de 4 quartos MOBILIADA - 2a QUADRA MAR na Meia Praia - Itapema - SC,Venda,apartamento,UNIT,1599000.0,,,150.0,480.0,"[""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""PETS_ALLOWED"", ""AIR_CONDITIONING"", ""GOURMET_BALCONY"", ""AMERICAN_KITCHEN"", ""ELECTRONIC_GATE""]",214,4,4,1,SC,Itapema,Meia Praia,Mariana Naegeli Soares,GRUPOZAP,2025-01-11 00:00:00.000,Mariana Naegeli Soares|1599000.0|214|4|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),7471.962616822429,0,1,0,1,0,0,0,1,0,4,,0,1,0,0.1595238489308625,12.0,278014.58007612353,1818223.5,0.7575894202466068,84391.67224277522,193622.90783334832,0.1529045137058912,0.1064901580214689,9.390539168872255,5760.0,57.0,-1.2032469336903857
2750112194,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-52m2-venda-RS458000-id-2750112194/,Apartamento com 02 dormitórios em empreendimento com área de lazer completa em Itapema,Venda,apartamento,UNIT,458000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""GOURMET_SPACE"", ""SERVICE_AREA"", ""PLAYGROUND"", ""GOURMET_BALCONY"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""BICYCLES_PLACE"", ""SANCA"", ""INTERCOM"", ""LAUNDRY"", ""INTEGRATED_ENVIRONMENTS"", ""POOL_BAR"", ""MEETING_ROOM"", ""PET_SPACE"", ""ADULT_POOL"", ""SECURITY_CAMERA"", ""GAMES_ROOM"", ""PORCELAIN"", ""TOYS_PLACE"", ""ELECTRONIC_GATE""]",52,1,2,1,SC,Itapema,Morretes,José Junior - Corretor de Imóveis,GRUPOZAP,2025-01-11 00:00:00.000,José Junior - Corretor de Imóveis|458000.0|52|2|Morretes,morretes,Morretes,Morretes,8807.692307692309,1,1,1,1,1,1,0,0,0,2,,0,0,0,0.3257284929846319,4.0,96281.77009504354,509637.0,0.695937838429473,42146.5330152128,54135.23707983074,0.1889222526917071,0.1062231295605121,9.414145526849024,4200.0,51.0,-0.9453196890559828
2673147348,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS700000-id-2673147348/,"Apartamento em Morretes, Itapema: Seu Refúgio à Beira-Mar! I Cadore Imóveis",Venda,apartamento,UNIT,700000.0,,,50.0,310.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GARAGE"", ""SERVICE_AREA"", ""PARTY_HALL"", ""KITCHEN"", ""INTERCOM""]",70,1,2,1,SC,Itapema,Morretes,CADORE IMOVEIS LTDA - EPP,GRUPOZAP,2025-01-11 00:00:00.000,CADORE IMOVEIS LTDA - EPP|700000.0|70|2|Morretes,morretes,Morretes,Morretes,10000.0,1,1,0,1,1,0,0,0,0,2,,1,0,0,0.05,6.0,128330.0237125789,767550.0,0.695937838429473,47121.78373871988,81208.23997385902,0.167194350482156,0.1058018890936864,9.451627079309622,3720.0,51.0,-0.5639644043830372
2692570680,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-60m2-venda-RS530000-id-2692570680/,Exclusividade - Apartamento 02 Dormitórios mobiliado em Morretes - Itapema,Venda,apartamento,UNIT,530000.0,,,,350.0,[],60,1,2,1,SC,Itapema,Morretes,Imobiliária Morada do Sol,GRUPOZAP,2025-01-11 00:00:00.000,Imobiliária Morada do Sol|530000.0|60|2|Morretes,morretes,Morretes,Morretes,8833.333333333334,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,589545.0,0.695937838429473,45034.99745992756,62341.09485868974,0.1821338359558936,0.1057444213057353,9.456763653836008,4200.0,51.0,-0.9371185001382851
2769185218,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-72m2-venda-RS589280-id-2769185218/,Apartamento em Rua 416 - Morretes - Itapema/SC,Venda,apartamento,UNIT,589280.0,,,1003.0,1.0,"[""PETS_ALLOWED""]",72,2,2,1,SC,Itapema,Morretes,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,USUÁRIO NEWCORE|589280.0|72|2|Morretes,morretes,Morretes,Morretes,8184.444444444444,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,6.0,110168.19089628063,661831.9199999999,0.695937838429473,40219.56917546023,69948.6217208204,0.1664594703988901,0.1056894048277701,9.461686359475529,12.0,51.0,-1.1446632543488233
2740358908,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-68m2-venda-RS550000-id-2740358908/,APARTAMENTO À VENDA DE 02 QUARTOS EM ITAPEMA SC,Venda,apartamento,UNIT,550000.0,,,600.0,415.0,"[""ELECTRONIC_GATE"", ""ELEVATOR"", ""GATED_COMMUNITY""]",68,3,2,1,SC,Itapema,Morretes,PB IMÓVEIS,GRUPOZAP,2025-01-11 00:00:00.000,PB IMÓVEIS|550000.0|68|2|Morretes,morretes,Morretes,Morretes,8088.235294117647,0,1,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,5.0,109885.38687368706,618675.0,0.695937838429473,44545.35637094151,65340.030502745554,0.177614073420919,0.1056128508550459,9.46854470742868,4980.0,51.0,-1.175435401629032
2732128414,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-59m2-venda-RS525000-id-2732128414/,APARTAMENTO C/ 2 QUARTOS E 1 VAGA MORRETES ITAPEMA,Venda,apartamento,UNIT,525000.0,,,,416.0,"[""BALCONY"", ""KITCHEN""]",59,1,2,1,SC,Itapema,Morretes,Reggiori Imóveis,GRUPOZAP,2025-01-11 00:00:00.000,Reggiori Imóveis|525000.0|59|2|Morretes,morretes,Morretes,Morretes,8898.305084745763,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,583462.5,0.695937838429473,45780.49745992756,61595.59485868974,0.1840325510527537,0.1055690723203114,9.472471226855708,4992.0,51.0,-0.9163375214400509
2590819917,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-84m2-venda-RS630000-id-2590819917/,Apto com 2 dorm. sendo 1 suíte 1vaga de garagem mobiliado.,Venda,apartamento,UNIT,630000.0,,,800.0,430.0,"[""POOL"", ""ELECTRONIC_GATE"", ""GATED_COMMUNITY"", ""PETS_ALLOWED"", ""FURNISHED""]",84,2,2,1,SC,Itapema,Meia Praia,Airton Investimentos Imobiliários Itapema,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários Itapema|630000.0|84|2|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),7500.0,1,0,0,0,0,0,0,1,0,2,,0,0,0,0.1595238489308625,6.0,125332.11784815452,715995.0,0.7828146027546745,49813.653419876435,75518.4644282781,0.1750460797186496,0.1054734522284067,9.481058777088874,5160.0,132.0,-1.2515157421244585
2677690820,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-60m2-venda-RS490000-id-2677690820/,APARTAMENTO A VENDA NO SOL NASCENTE,Venda,apartamento,UNIT,490000.0,,,,3.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""ESSENTIAL_PUBLIC_SERVICES"", ""ADULT_GAME_ROOM"", ""NEAR_PUBLIC_TRANSPORT""]",60,1,2,1,SC,Itapema,Morretes,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|490000.0|60|2|Morretes,morretes,Morretes,Morretes,8166.666666666667,1,1,0,1,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,96281.77009504354,550485.0,0.695937838429473,38280.13301521281,58001.63707983073,0.1749035306957383,0.1053646095349205,9.490852805453375,36.0,51.0,-1.150349411998427
2614369252,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-55m2-venda-RS460000-id-2614369252/,APARTAMENTO A VENDA EM ITAPEMA | 2 DORMITORIOS,Venda,apartamento,UNIT,460000.0,,,,350.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""CONCIERGE_24H"", ""KITCHEN"", ""ESSENTIAL_PUBLIC_SERVICES"", ""ADULT_GAME_ROOM"", ""NEAR_PUBLIC_TRANSPORT""]",55,1,2,1,SC,Itapema,Morretes,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|460000.0|55|2|Morretes,morretes,Morretes,Morretes,8363.636363636364,1,1,0,1,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,96281.77009504354,515190.0,0.695937838429473,42165.13301521281,54116.63707983073,0.1868859451756508,0.1050420953043163,9.519992885737006,4200.0,51.0,-1.0873493698579306
2736636062,https://www.vivareal.com.br/imovel/apartamento-3-quartos-andorinha-bairros-itapema-com-garagem-70m2-venda-RS690000-id-2736636062/,Apartamento à poucos metros da praia codigo: 79776,Venda,apartamento,UNIT,690000.0,,,,,"[""PARTY_HALL"", ""POOL"", ""SPORTS_COURT"", ""BARBECUE_GRILL"", ""GARAGE""]",70,1,3,1,SC,Itapema,Andorinha,My Broker Florianópolis,GRUPOZAP,2025-01-11 00:00:00.000,My Broker Florianópolis|690000.0|70|3|Andorinha,andorinha,Meia Praia,Meia Praia (inland),9857.142857142857,1,0,0,1,1,0,0,0,0,3,,0,0,0,0.4580544642579884,6.0,133175.4820817108,757785.0,0.6996218625266132,54143.38550834178,79032.09657336902,0.1757430961047141,0.1042935615951345,9.58831959236352,6600.0,58.0,-0.8473587800601203
2736688518,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-68m2-venda-RS550000-id-2736688518/,apartamento a venda de 2 quartos em itapema santa catarina,Venda,apartamento,UNIT,550000.0,,,1.0,415.0,"[""PETS_ALLOWED"", ""ELECTRONIC_GATE""]",68,3,2,1,SC,Itapema,Morretes,PB IMÓVEIS EXCLUSIVOS,GRUPOZAP,2025-01-11 00:00:00.000,PB IMÓVEIS EXCLUSIVOS|550000.0|68|2|Morretes,morretes,Morretes,Morretes,8088.235294117647,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,5.0,108009.67415664924,618675.0,0.695937838429473,43571.213827533946,64438.460329115296,0.1745822510310732,0.1041555911086035,9.601020831971422,4980.0,51.0,-1.175435401629032
2717140156,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS550000-id-2717140156/,Apartamento para venda tem 70 metros quadrados com 2 quartos em Morretes - Itapema - SC,Venda,apartamento,UNIT,550000.0,,,,,"[""PARTY_HALL"", ""AIR_CONDITIONING"", ""FURNISHED""]",70,1,2,1,SC,Itapema,Morretes,J.V Imóveis,GRUPOZAP,2025-01-11 00:00:00.000,J.V Imóveis|550000.0|70|2|Morretes,morretes,Morretes,Morretes,7857.142857142857,0,0,0,0,1,0,0,1,0,2,,0,0,0,0.3257284929846319,6.0,110168.19089628063,621075.0,0.695937838429473,45779.41717546023,64388.773720820405,0.1773830711206869,0.1036731050530457,9.64570318877144,4200.0,51.0,-1.2493494782192072
2561569266,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-74m2-venda-RS580000-id-2561569266/,"Apartamento com 02 dorm, SEMI-Mobiliado, 900m mar!!! Itapema",Venda,apartamento,UNIT,580000.0,,,1000.0,350.0,"[""ELEVATOR"", ""PETS_ALLOWED"", ""AIR_CONDITIONING"", ""BICYCLES_PLACE"", ""CLOSET"", ""AMERICAN_KITCHEN"", ""ELECTRONIC_GATE"", ""DISABLED_ACCESS""]",74,1,2,1,SC,Itapema,Morretes,Nei Costa,GRUPOZAP,2025-01-11 00:00:00.000,Nei Costa|580000.0|74|2|Morretes,morretes,Morretes,Morretes,7837.837837837837,0,1,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,6.0,112081.38874907204,655170.0,0.695937838429473,44744.05674601851,67337.33200305354,0.1710722236199338,0.1027784117145985,9.72966971679677,4200.0,51.0,-1.255524118524038
2717011742,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-200m2-venda-RS1390000-id-2717011742/,Terraço com piscina e vista pro/mar!!!,Venda,apartamento,UNIT,1390000.0,,,1500.0,800.0,"[""ELEVATOR"", ""PETS_ALLOWED"", ""AIR_CONDITIONING"", ""FURNISHED""]",200,3,4,1,SC,Itapema,Meia Praia,Sadi Junior Pereira Bitencourt,GRUPOZAP,2025-01-11 00:00:00.000,Sadi Junior Pereira Bitencourt|1390000.0|200|4|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),6950.0,0,1,0,0,0,0,0,1,0,4,,0,0,0,0.1595238489308625,10.594009983361062,246405.86452978945,1597335.0,0.7575894202466068,82288.0791335084,164117.78539628102,0.1542606056524081,0.102744750097056,9.732857387412665,9600.0,57.0,-1.3567940434487265
2769753968,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-72m2-venda-RS589850-id-2769753968/,Apartamento em Rua 416 - Morretes - Itapema/SC,Venda,apartamento,UNIT,589850.0,,,900.0,300.0,"[""DEPOSIT"", ""PETS_ALLOWED"", ""ELEVATOR""]",72,1,2,1,SC,Itapema,Morretes,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,USUÁRIO NEWCORE|589850.0|72|2|Morretes,morretes,Morretes,Morretes,8192.361111111111,0,1,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,6.0,112081.38874907204,662388.525,0.695937838429473,44089.85924601851,67991.52950305355,0.1692079263436395,0.102645995419461,9.742221271404867,3600.0,51.0,-1.142131137270484
