listing_id,link_url,listing_title,business_types,listing_type,property_type,sale_price,rental_price,rental_period,yearly_iptu,monthly_condo_fee,amenities,usable_area,bathrooms,bedrooms,parking_spaces,state,city,suburb,advertiser_name,portal,aquisition_date,dupkey,sub_raw,macro_zone,micro_zone,ppsm,am_pool,am_elevator,am_gym,am_grill,am_partyhall,am_playground,am_sauna,am_furnished,is_beachfront_title,bed_bucket,txt_dist_m,txt_frentemar,txt_quadra_mar,is_offplan,dist_beach_km,guests_est,rev_pred,capex,occ,opex,noi,gross_yield,net_yield,payback_yrs,condo_annual,n_comps
1546305474,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-97m2-venda-RS1100000-id-1546305474/,Apartamento de 2 Suítes com Vista para o Mar e Montanhas,Venda,apartamento,UNIT,1100000.0,,,1000.0,292.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""BALCONY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""GARDEN"", ""PLAYGROUND"", ""BARBECUE_BALCONY"", ""PARTY_HALL"", ""RECREATION_AREA"", ""PLATED_GAS"", ""SANCA"", ""SOUNDPROOFING"", ""LARGE_WINDOW"", ""DINNER_ROOM"", ""LARGE_ROOM"", ""DISABLED_ACCESS"", ""ALUMINUM_WINDOW"", ""LAVABO"", ""PORCELAIN"", ""RAMP"", ""NATURAL_VENTILATION"", ""PANORAMIC_VIEW"", ""ENTRANCE_HALL"", ""ELECTRONIC_GATE"", ""SIDE_ENTRANCE"", ""MOUNTAIN_VIEW"", ""SEA_VIEW""]",97,3,2,2,SC,Itapema,Castelo Branco,MARCOS R,GRUPOZAP,2025-01-11 00:00:00.000,MARCOS R|1100000.0|97|2|Castelo Branco,castelo branco,Meia Praia,Meia Praia (inland),11340.20618556701,1,1,1,1,1,1,0,0,0,2,,0,0,0,0.4580544642579884,6.2195121951219505,110200.55571228826,1190550.0,0.6996218625266131,46150.40023445727,64050.15547783099,0.09256272790919177,0.05379879507608331,18.58777689325161,3504.0,55.0
2666979700,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-142m2-venda-RS2790000-id-2666979700/,CHATEAU UNIQUE 1402 - TORRE A,Venda,apartamento,UNIT,2790000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""INTERNET_ACCESS"", ""KITCHEN"", ""INTERCOM"", ""ADULT_GAME_ROOM""]",142,4,3,3,SC,Itapema,Meia Praia,Scheeren & Silveira Imobiliaria LTDA,GRUPOZAP,2025-01-11 00:00:00.000,Scheeren & Silveira Imobiliaria LTDA|2790000.0|142|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),19647.88732394366,1,1,1,1,1,1,0,0,0,3,,0,0,0,0.1595238489308625,8.0,148108.34683365523,2894835.0,0.7499232533344148,78086.1588027488,70022.18803090643,0.05116296674375404,0.02418866292237949,41.34168156416758,7200.0,269.0
2613764899,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-123m2-venda-RS1450000-id-2613764899/,APARTAMENTO A VENDA EM MEIA PRAIA | 3 SUÍTES,Venda,apartamento,UNIT,1450000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""HEATING"", ""ADULT_GAME_ROOM"", ""SAUNA"", ""NEAR_PUBLIC_TRANSPORT"", ""ESSENTIAL_PUBLIC_SERVICES""]",123,3,3,2,SC,Itapema,Meia Praia,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|1450000.0|123|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),11788.61788617886,1,1,1,1,0,0,1,0,0,3,,0,0,0,0.1595238489308625,7.0,147492.96882939874,1563525.0,0.7499232533344148,65501.08320189751,81991.88562750124,0.09433361719793334,0.052440405895333456,19.069265062438955,7200.0,269.0
2609061132,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-164m2-venda-RS2300000-id-2609061132/,Apartamento no Edifício Monaco Residence em Itapema,Venda,apartamento,UNIT,2300000.0,,,1.0,550.0,"[""DINNER_ROOM"", ""SERVICE_AREA"", ""BARBECUE_GRILL"", ""KITCHEN""]",164,5,4,3,SC,Itapema,Meia Praia,Imobille Negócios Imobiliários,GRUPOZAP,2025-01-11 00:00:00.000,Imobille Negócios Imobiliários|2300000.0|164|4|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),14024.39024390244,0,0,0,1,0,0,0,0,0,4,,0,0,0,0.1595238489308625,8.0,210865.42905577322,2442750.0,0.7575894202466068,74912.49203870517,135952.93701706803,0.08632296757988873,0.05565569011035433,17.967614776084815,6600.0,57.0
2766851231,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-103m2-venda-RS1399800-id-2766851231/,"Apartamento com VISTA MAR e 3 suítes à venda, 103 m² em Meia Praia - Itapema/SC",Venda,apartamento,UNIT,1399800.0,,,,570.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GOURMET_BALCONY"", ""INTERCOM"", ""SEA_VIEW""]",103,4,3,3,SC,Itapema,Castelo Branco,LANA NEGOCIOS IMOBILIARIOS LTDA,GRUPOZAP,2025-01-11 00:00:00.000,LANA NEGOCIOS IMOBILIARIOS LTDA|1399800.0|103|3|Castelo Branco,castelo branco,Meia Praia,Meia Praia (inland),13590.291262135925,1,1,0,1,0,0,0,0,0,3,,0,0,0,0.4580544642579884,6.0,131353.91533477567,1490504.7,0.6996218625266132,60620.21215895475,70733.7031758209,0.0881271393070922,0.047456209414046734,21.07205805830767,6840.0,58.0
2761880214,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-80m2-venda-RS1200000-id-2761880214/,Apartamento - 2 dormitórios - 1 Suíte - localizado em Itapema / Meia Praia REF: DW462021,Venda,apartamento,UNIT,1200000.0,,,,,"[""ELEVATOR"", ""INTERCOM"", ""AIR_CONDITIONING"", ""BARBECUE_GRILL"", ""KITCHEN""]",80,2,2,2,SC,Itapema,Meia Praia,SOLLO48 LITORAL,GRUPOZAP,2025-01-11 00:00:00.000,SOLLO48 LITORAL|1200000.0|80|2|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),15000.0,0,1,0,1,0,0,0,0,0,2,,0,0,0,0.1595238489308625,6.0,124389.85513001069,1267800.0,0.7828146027546745,57883.70087624767,66506.15425376303,0.09811473034391126,0.05245792258539441,19.06289747505985,5988.0,132.0
2592489849,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-135m2-venda-RS1530000-id-2592489849/,Apartamento para venda tem 135 metros quadrados com 3 quartos em Meia Praia - Itapema - SC,Venda,apartamento,UNIT,1530000.0,,,1500.0,500.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PLAYGROUND"", ""PARTY_HALL"", ""ADULT_POOL"", ""GAMES_ROOM"", ""ELECTRONIC_GATE""]",135,3,3,1,SC,Itapema,Andorinha,Airton Investimentos Imobiliários Itapema,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários Itapema|1530000.0|135|3|Andorinha,andorinha,Meia Praia,Meia Praia (inland),11333.333333333334,1,1,1,1,1,1,0,0,0,3,,0,0,0,0.4580544642579884,8.0,132305.78438148607,1656045.0,0.6996218625266132,55566.94596829684,76738.83841318922,0.07989262633653438,0.046338619067228984,21.580271922846475,6000.0,58.0
2763648539,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-125m2-venda-RS1550000-id-2763648539/,APARTAMENTO NOVO PRONTO PARA MORAR,Venda,apartamento,UNIT,1550000.0,,,,700.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""GOURMET_SPACE"", ""SERVICE_AREA"", ""PLAYGROUND"", ""PARTY_HALL"", ""KITCHEN"", ""INTERCOM"", ""LARGE_WINDOW"", ""DINNER_ROOM"", ""DIGITAL_LOCKER""]",125,4,3,2,SC,Itapema,Castelo Branco,REDE MOI,GRUPOZAP,2025-01-11 00:00:00.000,REDE MOI|1550000.0|125|3|Castelo Branco,castelo branco,Meia Praia,Meia Praia (inland),12400.0,1,1,1,1,1,1,0,0,0,3,,0,0,0,0.4580544642579884,8.0,132305.78438148607,1663575.0,0.6996218625266132,63767.44596829684,68538.33841318922,0.0795310006350697,0.0411994279868291,24.272181650669676,8400.0,58.0
2762331321,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-164m2-venda-RS1400000-id-2762331321/,Diferenciado - 3 dormitórios - 1 Suíte - localizado em Itapema / Meia Praia REF: DW462850,Venda,apartamento,UNIT,1400000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""AIR_CONDITIONING"", ""GOURMET_BALCONY"", ""INTERNET_ACCESS"", ""KITCHEN"", ""INTERCOM"", ""DINNER_ROOM""]",164,3,3,2,SC,Itapema,Meia Praia,SOLLO48 LITORAL,GRUPOZAP,2025-01-11 00:00:00.000,SOLLO48 LITORAL|1400000.0|164|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),8536.585365853658,1,1,0,1,0,0,0,0,0,3,,0,0,0,0.1595238489308625,9.0,149379.49455820766,1563900.0,0.7499232533344148,65413.3883476593,83966.10621054837,0.09551729302270456,0.053690201554158434,18.62537243394922,7200.0,269.0
2613245825,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-125m2-venda-RS1340000-id-2613245825/,"Apartamento 3 suítes, Meia Praia, Itapema SC",Venda,apartamento,UNIT,1340000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""ESSENTIAL_PUBLIC_SERVICES"", ""ADULT_GAME_ROOM"", ""NEAR_PUBLIC_TRANSPORT""]",125,3,3,2,SC,Itapema,Castelo Branco,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|1340000.0|125|3|Castelo Branco,castelo branco,Meia Praia,Meia Praia (inland),10720.0,1,1,1,1,0,0,0,0,0,3,,0,0,0,0.4580544642579884,8.0,132305.78438148607,1458510.0,0.6996218625266132,60014.44596829684,72291.33841318922,0.09071297720378062,0.0495651990135064,20.17544607714583,6600.0,58.0
2741975571,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-itapema-com-garagem-80m2-venda-RS950000-id-2741975571/,"Apartamento quadra mar, mobiliado . em Centro - Itapema - SC",Venda,apartamento,UNIT,950000.0,,,700.0,461.0,"[""PETS_ALLOWED"", ""AIR_CONDITIONING""]",80,3,2,2,SC,Itapema,Centro,SOFIS NEGÓCIOS IMOBILIÁRIOS,GRUPOZAP,2025-01-11 00:00:00.000,SOFIS NEGÓCIOS IMOBILIÁRIOS|950000.0|80|2|Centro,centro,Centro,Centro,11875.0,0,0,0,0,0,0,0,0,0,2,,0,1,0,0.196202185867394,5.0,100523.38055146983,1023674.9999999999,0.6636978043644098,44655.412546979394,55867.96800449044,0.0981985303455392,0.054575883951928535,18.32311137426228,5532.0,65.0
2764635017,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-142m2-venda-RS1800000-id-2764635017/,Apartamento no Edifício Nizuc Residence em Itapema,Venda,apartamento,UNIT,1800000.0,,,,,[],142,4,3,2,SC,Itapema,Meia Praia,Imobille Negócios Imobiliários,GRUPOZAP,2025-01-11 00:00:00.000,Imobille Negócios Imobiliários|1800000.0|142|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),12676.05633802817,0,0,0,0,0,0,0,0,0,3,,0,0,0,0.1595238489308625,8.0,148166.7378512324,1928100.0,0.7499232533344148,68890.83700626425,79275.90084496816,0.07684598197771506,0.041116073256038665,24.321388712700845,7200.0,269.0
2609060688,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-105m2-venda-RS973668-id-2609060688/,Apartamento no Edifício Residencial Morada Régia em Itapema,Venda,apartamento,UNIT,973668.0,,,1.0,503.0,"[""FURNISHED"", ""SERVICE_AREA"", ""KITCHEN""]",105,2,2,1,SC,Itapema,Castelo Branco,Imobille Negócios Imobiliários,GRUPOZAP,2025-01-11 00:00:00.000,Imobille Negócios Imobiliários|973668.0|105|2|Castelo Branco,castelo branco,Meia Praia,Meia Praia (inland),9273.028571428573,0,0,0,0,0,0,0,1,0,2,,0,0,0,0.4580544642579884,7.0,108872.71299623084,1076786.8020000001,0.6996218625266131,46830.38789124579,62042.32510498505,0.10110888505878142,0.05761802149668718,17.355680983552972,6036.0,55.0
2754972400,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-112m2-venda-RS1199000-id-2754972400/,APARTAMENTO PARA VENDA COM 3 DOR SENDO UMA SUITE EM MEIA PRAIA - ITAPEMA - SC,Venda,apartamento,UNIT,1199000.0,,,1500.0,570.0,"[""POOL"", ""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""GARDEN"", ""SERVICE_AREA"", ""PLAYGROUND"", ""PARTY_HALL"", ""RECREATION_AREA"", ""INTERNET_ACCESS"", ""AMERICAN_KITCHEN"", ""ENTRANCE_HALL"", ""ADULT_POOL"", ""GAMES_ROOM"", ""DISABLED_ACCESS"", ""ELECTRONIC_GATE"", ""LAVABO""]",112,2,3,2,SC,Itapema,Meia Praia,Airton Investimentos Imobiliários Itapema,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários Itapema|1199000.0|112|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),10705.357142857143,1,1,1,1,1,1,0,1,0,3,,0,0,0,0.1595238489308625,6.0,147157.43123309215,1305223.5,0.7499232533344148,58664.32568263619,88493.10555045596,0.11274500591898028,0.06779919726426621,14.749437166670605,6840.0,269.0
2593389870,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-202m2-venda-RS4890000-id-2593389870/,APARTAMENTO A VENDA NA QUADRA MAR DE MEIA PRAIA,Venda,apartamento,UNIT,4890000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""HEATING"", ""ESSENTIAL_PUBLIC_SERVICES"", ""ADULT_GAME_ROOM"", ""NEAR_PUBLIC_TRANSPORT"", ""SAUNA""]",202,4,4,3,SC,Itapema,Meia Praia,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|4890000.0|202|4|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),24207.920792079207,1,1,1,1,0,0,1,0,0,4,,0,1,0,0.1595238489308625,11.0,254899.08250264797,5017485.0,0.7575894202466068,122700.2227280801,132198.85977456789,0.050802161342315515,0.026347634277843958,37.954071680769914,10800.0,57.0
